local_time	last_changed	flag	category	scope	sector	car_number	event_id	state	message
09-24 20:17:39	2026-09-24T12:17:39.063411+00:00		Other				2026-09-24T12:17:36|Other|CAR 6 (HAD) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 7 16:15:01 (PIT)	CAR 6 (HAD) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 7 16:15:01 (PIT)	CAR 6 (HAD) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 7 16:15:01 (PIT)
09-24 20:18:17	2026-09-24T12:18:17.249216+00:00	YELLOW	Flag	Sector	5		2026-09-24T12:18:14|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-24 20:18:17	2026-09-24T12:18:17.251060+00:00	YELLOW	Flag	Sector	4		2026-09-24T12:18:15|Flag|YELLOW IN TRACK SECTOR 4	YELLOW IN TRACK SECTOR 4	YELLOW IN TRACK SECTOR 4
09-24 20:18:27	2026-09-24T12:18:27.800768+00:00	DOUBLE YELLOW	Flag	Sector	5		2026-09-24T12:18:25|Flag|DOUBLE YELLOW IN TRACK SECTOR 5	DOUBLE YELLOW IN TRACK SECTOR 5	DOUBLE YELLOW IN TRACK SECTOR 5
09-24 20:18:32	2026-09-24T12:18:32.904802+00:00	CLEAR	Flag	Sector	5		2026-09-24T12:18:31|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-24 20:18:34	2026-09-24T12:18:34.031081+00:00	CLEAR	Flag	Sector	4		2026-09-24T12:18:32|Flag|CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4
09-24 20:18:43	2026-09-24T12:18:43.944011+00:00	YELLOW	Flag	Sector	10		2026-09-24T12:18:41|Flag|YELLOW IN TRACK SECTOR 10	YELLOW IN TRACK SECTOR 10	YELLOW IN TRACK SECTOR 10
09-24 20:18:43	2026-09-24T12:18:43.945845+00:00	YELLOW	Flag	Sector	11		2026-09-24T12:18:41|Flag|YELLOW IN TRACK SECTOR 11	YELLOW IN TRACK SECTOR 11	YELLOW IN TRACK SECTOR 11
09-24 20:18:59	2026-09-24T12:18:59.875210+00:00	RED	Flag	Track			2026-09-24T12:18:57|Flag|RED FLAG	RED FLAG	RED FLAG
09-24 20:19:00	2026-09-24T12:19:00.299799+00:00	CLEAR	Flag	Sector	10		2026-09-24T12:18:57|Flag|CLEAR IN TRACK SECTOR 10	CLEAR IN TRACK SECTOR 10	CLEAR IN TRACK SECTOR 10
09-24 20:19:00	2026-09-24T12:19:00.301752+00:00	CLEAR	Flag	Sector	11		2026-09-24T12:18:57|Flag|CLEAR IN TRACK SECTOR 11	CLEAR IN TRACK SECTOR 11	CLEAR IN TRACK SECTOR 11
09-24 20:19:10	2026-09-24T12:19:10.223007+00:00	YELLOW	Flag	Sector	10		2026-09-24T12:19:08|Flag|YELLOW IN TRACK SECTOR 10	YELLOW IN TRACK SECTOR 10	YELLOW IN TRACK SECTOR 10
09-24 20:19:10	2026-09-24T12:19:10.483236+00:00	YELLOW	Flag	Sector	9		2026-09-24T12:19:08|Flag|YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9
09-24 20:19:53	2026-09-24T12:19:53.095612+00:00	DOUBLE YELLOW	Flag	Sector	11		2026-09-24T12:19:51|Flag|DOUBLE YELLOW IN TRACK SECTOR 11	DOUBLE YELLOW IN TRACK SECTOR 11	DOUBLE YELLOW IN TRACK SECTOR 11
09-24 20:19:53	2026-09-24T12:19:53.110868+00:00	DOUBLE YELLOW	Flag	Sector	10		2026-09-24T12:19:51|Flag|DOUBLE YELLOW IN TRACK SECTOR 10	DOUBLE YELLOW IN TRACK SECTOR 10	DOUBLE YELLOW IN TRACK SECTOR 10
09-24 20:21:34	2026-09-24T12:21:34.021267+00:00	CLEAR	Flag	Track			2026-09-24T12:21:31|Flag|TRACK CLEAR	TRACK CLEAR	TRACK CLEAR
09-24 20:21:37	2026-09-24T12:21:37.396763+00:00	DOUBLE YELLOW	Flag	Sector	11		2026-09-24T12:21:35|Flag|DOUBLE YELLOW IN TRACK SECTOR 11	DOUBLE YELLOW IN TRACK SECTOR 11	DOUBLE YELLOW IN TRACK SECTOR 11
09-24 20:21:37	2026-09-24T12:21:37.451408+00:00	DOUBLE YELLOW	Flag	Sector	10		2026-09-24T12:21:35|Flag|DOUBLE YELLOW IN TRACK SECTOR 10	DOUBLE YELLOW IN TRACK SECTOR 10	DOUBLE YELLOW IN TRACK SECTOR 10
09-24 20:21:40	2026-09-24T12:21:40.849628+00:00		Other				2026-09-24T12:21:39|Other|CAR 23 (ALB) LAP DELETED - DOUBLE YELLOW AT TURN 14 LAP 9 16:16:55 (PIT)	CAR 23 (ALB) LAP DELETED - DOUBLE YELLOW AT TURN 14 LAP 9 16:16:55 (PIT)	CAR 23 (ALB) LAP DELETED - DOUBLE YELLOW AT TURN 14 LAP 9 16:16:55 (PIT)
09-24 20:22:16	2026-09-24T12:22:16.733369+00:00	YELLOW	Flag	Sector	9		2026-09-24T12:22:14|Flag|YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9
09-24 20:22:41	2026-09-24T12:22:41.782398+00:00		Other				2026-09-24T12:22:39|Other|CAR 16 (LEC) TIME 1:52.546 DELETED - DOUBLE YELLOW AT TURN 14 LAP 8 16:16:56	CAR 16 (LEC) TIME 1:52.546 DELETED - DOUBLE YELLOW AT TURN 14 LAP 8 16:16:56	CAR 16 (LEC) TIME 1:52.546 DELETED - DOUBLE YELLOW AT TURN 14 LAP 8 16:16:56
09-24 20:22:51	2026-09-24T12:22:51.525721+00:00		Other				2026-09-24T12:22:48|Other|CAR 5 (BOR) TIME 2:26.624 DELETED - DOUBLE YELLOW AT TURN 14 LAP 9 16:16:58	CAR 5 (BOR) TIME 2:26.624 DELETED - DOUBLE YELLOW AT TURN 14 LAP 9 16:16:58	CAR 5 (BOR) TIME 2:26.624 DELETED - DOUBLE YELLOW AT TURN 14 LAP 9 16:16:58
09-24 20:24:09	2026-09-24T12:24:09.908764+00:00		Other				2026-09-24T12:24:08|Other|CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 9 16:17:00 (PIT)	CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 9 16:17:00 (PIT)	CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 9 16:17:00 (PIT)
09-24 20:24:20	2026-09-24T12:24:20.032342+00:00		Other				2026-09-24T12:24:18|Other|CAR 5 (BOR) LAP DELETED - DOUBLE YELLOW AT TURN 3 LAP 10 16:18:25 (PIT)	CAR 5 (BOR) LAP DELETED - DOUBLE YELLOW AT TURN 3 LAP 10 16:18:25 (PIT)	CAR 5 (BOR) LAP DELETED - DOUBLE YELLOW AT TURN 3 LAP 10 16:18:25 (PIT)
09-24 20:24:27	2026-09-24T12:24:27.016999+00:00		Other				2026-09-24T12:24:24|Other|CAR 55 (SAI) LAP DELETED - DOUBLE YELLOW AT TURN 3 LAP 6 16:18:25 (PIT)	CAR 55 (SAI) LAP DELETED - DOUBLE YELLOW AT TURN 3 LAP 6 16:18:25 (PIT)	CAR 55 (SAI) LAP DELETED - DOUBLE YELLOW AT TURN 3 LAP 6 16:18:25 (PIT)
09-24 20:25:04	2026-09-24T12:25:04.188035+00:00		Other				2026-09-24T12:25:02|Other|OVERTAKE ENABLED	OVERTAKE ENABLED	OVERTAKE ENABLED
09-24 20:25:40	2026-09-24T12:25:40.380310+00:00	DOUBLE YELLOW	Flag	Sector	9		2026-09-24T12:25:38|Flag|DOUBLE YELLOW IN TRACK SECTOR 9	DOUBLE YELLOW IN TRACK SECTOR 9	DOUBLE YELLOW IN TRACK SECTOR 9
09-24 20:26:42	2026-09-24T12:26:42.482203+00:00	CLEAR	Flag	Sector	9		2026-09-24T12:26:40|Flag|CLEAR IN TRACK SECTOR 9	CLEAR IN TRACK SECTOR 9	CLEAR IN TRACK SECTOR 9
09-24 20:26:50	2026-09-24T12:26:50.851942+00:00	YELLOW	Flag	Sector	9		2026-09-24T12:26:48|Flag|YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9
09-24 20:26:50	2026-09-24T12:26:50.853940+00:00	CLEAR	Flag	Sector	11		2026-09-24T12:26:48|Flag|CLEAR IN TRACK SECTOR 11	CLEAR IN TRACK SECTOR 11	CLEAR IN TRACK SECTOR 11
09-24 20:27:13	2026-09-24T12:27:13.973383+00:00	CLEAR	Flag	Sector	9		2026-09-24T12:27:11|Flag|CLEAR IN TRACK SECTOR 9	CLEAR IN TRACK SECTOR 9	CLEAR IN TRACK SECTOR 9
09-24 20:27:18	2026-09-24T12:27:18.385184+00:00	CLEAR	Flag	Sector	10		2026-09-24T12:27:16|Flag|CLEAR IN TRACK SECTOR 10	CLEAR IN TRACK SECTOR 10	CLEAR IN TRACK SECTOR 10
09-24 20:28:35	2026-09-24T12:28:35.647124+00:00		Other				2026-09-24T12:28:33|Other|SESSION WILL RESUME AT 16:29	SESSION WILL RESUME AT 16:29	SESSION WILL RESUME AT 16:29
09-24 20:29:02	2026-09-24T12:29:02.425338+00:00	GREEN	Flag	Track			2026-09-24T12:29:00|Flag|GREEN LIGHT - PIT EXIT OPEN	GREEN LIGHT - PIT EXIT OPEN	GREEN LIGHT - PIT EXIT OPEN
09-24 20:30:32	2026-09-24T12:30:32.563382+00:00	YELLOW	Flag	Sector	3		2026-09-24T12:30:30|Flag|YELLOW IN TRACK SECTOR 3	YELLOW IN TRACK SECTOR 3	YELLOW IN TRACK SECTOR 3
09-24 20:30:32	2026-09-24T12:30:32.676350+00:00	YELLOW	Flag	Sector	2		2026-09-24T12:30:30|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-24 20:31:29	2026-09-24T12:31:29.697593+00:00	CLEAR	Flag	Sector	3		2026-09-24T12:31:27|Flag|CLEAR IN TRACK SECTOR 3	CLEAR IN TRACK SECTOR 3	CLEAR IN TRACK SECTOR 3
09-24 20:31:29	2026-09-24T12:31:29.699520+00:00	CLEAR	Flag	Sector	2		2026-09-24T12:31:27|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-24 20:33:54	2026-09-24T12:33:54.404611+00:00	YELLOW	Flag	Sector	5		2026-09-24T12:33:52|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-24 20:33:54	2026-09-24T12:33:54.441473+00:00	YELLOW	Flag	Sector	4		2026-09-24T12:33:52|Flag|YELLOW IN TRACK SECTOR 4	YELLOW IN TRACK SECTOR 4	YELLOW IN TRACK SECTOR 4
09-24 20:34:05	2026-09-24T12:34:05.970109+00:00	CLEAR	Flag	Sector	5		2026-09-24T12:34:01|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-24 20:34:05	2026-09-24T12:34:05.972252+00:00	CLEAR	Flag	Sector	4		2026-09-24T12:34:03|Flag|CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4
09-24 20:35:15	2026-09-24T12:35:15.202514+00:00		Other				2026-09-24T12:35:13|Other|TURN 19 INCIDENT INVOLVING CAR 44 (HAM) NOTED - IMPEDING (16:33:21)	TURN 19 INCIDENT INVOLVING CAR 44 (HAM) NOTED - IMPEDING (16:33:21)	TURN 19 INCIDENT INVOLVING CAR 44 (HAM) NOTED - IMPEDING (16:33:21)
09-24 20:35:47	2026-09-24T12:35:47.692162+00:00		Other				2026-09-24T12:35:45|Other|CAR 10 (GAS) TIME 2:16.194 DELETED - TRACK LIMITS AT TURN 3 LAP 11 16:33:52	CAR 10 (GAS) TIME 2:16.194 DELETED - TRACK LIMITS AT TURN 3 LAP 11 16:33:52	CAR 10 (GAS) TIME 2:16.194 DELETED - TRACK LIMITS AT TURN 3 LAP 11 16:33:52
09-24 20:38:32	2026-09-24T12:38:32.853324+00:00		Other				2026-09-24T12:38:30|Other|CAR 55 (SAI) TIME 2:32.711 DELETED - TRACK LIMITS AT TURN 15 LAP 10 16:37:36	CAR 55 (SAI) TIME 2:32.711 DELETED - TRACK LIMITS AT TURN 15 LAP 10 16:37:36	CAR 55 (SAI) TIME 2:32.711 DELETED - TRACK LIMITS AT TURN 15 LAP 10 16:37:36
09-24 20:40:32	2026-09-24T12:40:32.650066+00:00	YELLOW	Flag	Sector	2		2026-09-24T12:40:29|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-24 20:40:32	2026-09-24T12:40:32.652170+00:00	YELLOW	Flag	Sector	1		2026-09-24T12:40:30|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-24 20:40:36	2026-09-24T12:40:36.578597+00:00	CLEAR	Flag	Sector	2		2026-09-24T12:40:33|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-24 20:40:46	2026-09-24T12:40:46.421515+00:00	CLEAR	Flag	Sector	1		2026-09-24T12:40:44|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-24 20:41:07	2026-09-24T12:41:07.794444+00:00		Other				2026-09-24T12:41:05|Other|FIA STEWARDS: TURN 19 INCIDENT INVOLVING CAR 44 (HAM) WILL BE INVESTIGATED AFTER THE SESSION - IMPEDING (16:33:21)	FIA STEWARDS: TURN 19 INCIDENT INVOLVING CAR 44 (HAM) WILL BE INVESTIGATED AFTER THE SESSION - IMPEDING (16:33:21)	FIA STEWARDS: TURN 19 INCIDENT INVOLVING CAR 44 (HAM) WILL BE INVESTIGATED AFTER THE SESSION - IMPEDING (16:33:21)
09-24 20:41:10	2026-09-24T12:41:10.338892+00:00		Other				2026-09-24T12:41:08|Other|CAR 63 (RUS) TIME 2:13.440 DELETED - TRACK LIMITS AT TURN 1 LAP 14 16:38:55	CAR 63 (RUS) TIME 2:13.440 DELETED - TRACK LIMITS AT TURN 1 LAP 14 16:38:55	CAR 63 (RUS) TIME 2:13.440 DELETED - TRACK LIMITS AT TURN 1 LAP 14 16:38:55
09-24 20:43:06	2026-09-24T12:43:06.730068+00:00		Other				2026-09-24T12:43:04|Other|CAR 5 (BOR) TIME 2:24.397 DELETED - TRACK LIMITS AT TURN 1 LAP 15 16:40:28	CAR 5 (BOR) TIME 2:24.397 DELETED - TRACK LIMITS AT TURN 1 LAP 15 16:40:28	CAR 5 (BOR) TIME 2:24.397 DELETED - TRACK LIMITS AT TURN 1 LAP 15 16:40:28
09-24 20:49:53	2026-09-24T12:49:53.374604+00:00	YELLOW	Flag	Sector	15		2026-09-24T12:49:51|Flag|YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15
09-24 20:49:53	2026-09-24T12:49:53.376630+00:00	YELLOW	Flag	Sector	14		2026-09-24T12:49:51|Flag|YELLOW IN TRACK SECTOR 14	YELLOW IN TRACK SECTOR 14	YELLOW IN TRACK SECTOR 14
09-24 20:50:10	2026-09-24T12:50:10.860827+00:00	DOUBLE YELLOW	Flag	Sector	15		2026-09-24T12:50:09|Flag|DOUBLE YELLOW IN TRACK SECTOR 15	DOUBLE YELLOW IN TRACK SECTOR 15	DOUBLE YELLOW IN TRACK SECTOR 15
09-24 20:50:18	2026-09-24T12:50:18.861079+00:00	CLEAR	Flag	Sector	15		2026-09-24T12:50:16|Flag|CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15
09-24 20:50:19	2026-09-24T12:50:19.160917+00:00	CLEAR	Flag	Sector	14		2026-09-24T12:50:16|Flag|CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14
09-24 20:50:58	2026-09-24T12:50:58.927281+00:00		Other				2026-09-24T12:50:56|Other|CAR 77 (BOT) TIME 1:56.901 DELETED - TRACK LIMITS AT TURN 15 LAP 18 16:50:08	CAR 77 (BOT) TIME 1:56.901 DELETED - TRACK LIMITS AT TURN 15 LAP 18 16:50:08	CAR 77 (BOT) TIME 1:56.901 DELETED - TRACK LIMITS AT TURN 15 LAP 18 16:50:08
09-24 20:51:03	2026-09-24T12:51:03.085901+00:00		Other				2026-09-24T12:51:01|Other|CAR 31 (OCO) TIME 2:24.275 DELETED - TRACK LIMITS AT TURN 15 LAP 17 16:49:55	CAR 31 (OCO) TIME 2:24.275 DELETED - TRACK LIMITS AT TURN 15 LAP 17 16:49:55	CAR 31 (OCO) TIME 2:24.275 DELETED - TRACK LIMITS AT TURN 15 LAP 17 16:49:55
09-24 20:51:20	2026-09-24T12:51:20.911653+00:00		Other				2026-09-24T12:51:19|Other|CAR 6 (HAD) TIME 10:31.983 DELETED - DOUBLE YELLOW AT TURN 15 LAP 13 16:50:14	CAR 6 (HAD) TIME 10:31.983 DELETED - DOUBLE YELLOW AT TURN 15 LAP 13 16:50:14	CAR 6 (HAD) TIME 10:31.983 DELETED - DOUBLE YELLOW AT TURN 15 LAP 13 16:50:14
09-24 20:51:39	2026-09-24T12:51:39.451161+00:00		Other				2026-09-24T12:51:37|Other|CAR 55 (SAI) TIME 6:10.026 DELETED - TRACK LIMITS AT TURN 15 LAP 14 16:49:55	CAR 55 (SAI) TIME 6:10.026 DELETED - TRACK LIMITS AT TURN 15 LAP 14 16:49:55	CAR 55 (SAI) TIME 6:10.026 DELETED - TRACK LIMITS AT TURN 15 LAP 14 16:49:55
09-24 20:58:03	2026-09-24T12:58:03.266654+00:00	YELLOW	Flag	Sector	15		2026-09-24T12:58:01|Flag|YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15
09-24 20:58:03	2026-09-24T12:58:03.723465+00:00	YELLOW	Flag	Sector	14		2026-09-24T12:58:01|Flag|YELLOW IN TRACK SECTOR 14	YELLOW IN TRACK SECTOR 14	YELLOW IN TRACK SECTOR 14
09-24 20:58:13	2026-09-24T12:58:13.834545+00:00	CLEAR	Flag	Sector	15		2026-09-24T12:58:11|Flag|CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15
09-24 20:58:15	2026-09-24T12:58:15.348208+00:00	CLEAR	Flag	Sector	14		2026-09-24T12:58:12|Flag|CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14
09-24 20:58:54	2026-09-24T12:58:54.192768+00:00		Other				2026-09-24T12:58:52|Other|CAR 3 (VER) TIME 2:05.376 DELETED - TRACK LIMITS AT TURN 15 LAP 20 16:58:04	CAR 3 (VER) TIME 2:05.376 DELETED - TRACK LIMITS AT TURN 15 LAP 20 16:58:04	CAR 3 (VER) TIME 2:05.376 DELETED - TRACK LIMITS AT TURN 15 LAP 20 16:58:04
09-24 21:00:03	2026-09-24T13:00:03.419734+00:00	CHEQUERED	Flag	Track			2026-09-24T13:00:00|Flag|CHEQUERED FLAG	CHEQUERED FLAG	CHEQUERED FLAG
09-24 21:00:19	2026-09-24T13:00:19.894208+00:00		Other				2026-09-24T13:00:18|Other|FIRST CAR TO TAKE THE FLAG - CAR 5 (BOR)	FIRST CAR TO TAKE THE FLAG - CAR 5 (BOR)	FIRST CAR TO TAKE THE FLAG - CAR 5 (BOR)
09-24 21:13:36	2026-09-24T13:13:36.278209+00:00	YELLOW	Flag	Sector	2		2026-09-24T13:13:34|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-24 21:13:36	2026-09-24T13:13:36.315604+00:00	YELLOW	Flag	Sector	1		2026-09-24T13:13:34|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-24 21:13:38	2026-09-24T13:13:38.211185+00:00	DOUBLE YELLOW	Flag	Sector	2		2026-09-24T13:13:36|Flag|DOUBLE YELLOW IN TRACK SECTOR 2	DOUBLE YELLOW IN TRACK SECTOR 2	DOUBLE YELLOW IN TRACK SECTOR 2
09-24 21:14:21	2026-09-24T13:14:21.094687+00:00	DOUBLE YELLOW	Flag	Sector	14		2026-09-24T13:14:19|Flag|DOUBLE YELLOW IN TRACK SECTOR 14	DOUBLE YELLOW IN TRACK SECTOR 14	DOUBLE YELLOW IN TRACK SECTOR 14
09-24 21:14:21	2026-09-24T13:14:21.117853+00:00	YELLOW	Flag	Sector	13		2026-09-24T13:14:19|Flag|YELLOW IN TRACK SECTOR 13	YELLOW IN TRACK SECTOR 13	YELLOW IN TRACK SECTOR 13
09-24 21:14:27	2026-09-24T13:14:27.000266+00:00	CLEAR	Flag	Sector	14		2026-09-24T13:14:24|Flag|CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14
09-24 21:14:30	2026-09-24T13:14:30.584060+00:00	CLEAR	Flag	Sector	13		2026-09-24T13:14:28|Flag|CLEAR IN TRACK SECTOR 13	CLEAR IN TRACK SECTOR 13	CLEAR IN TRACK SECTOR 13
09-24 21:14:40	2026-09-24T13:14:40.841960+00:00	DOUBLE YELLOW	Flag	Sector	11		2026-09-24T13:14:39|Flag|DOUBLE YELLOW IN TRACK SECTOR 11	DOUBLE YELLOW IN TRACK SECTOR 11	DOUBLE YELLOW IN TRACK SECTOR 11
09-24 21:16:00	2026-09-24T13:16:00.749141+00:00	CLEAR	Flag	Sector	1		2026-09-24T13:15:58|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 16:30:02	2026-09-25T08:30:02.374448+00:00	GREEN	Flag	Track			2026-09-25T08:30:00|Flag|GREEN LIGHT - PIT EXIT OPEN	GREEN LIGHT - PIT EXIT OPEN	GREEN LIGHT - PIT EXIT OPEN
09-25 16:41:14	2026-09-25T08:41:14.753099+00:00		Other				2026-09-25T08:41:11|Other|TRACK SURFACE SLIPPERY IN TRACK SECTOR 19	TRACK SURFACE SLIPPERY IN TRACK SECTOR 19	TRACK SURFACE SLIPPERY IN TRACK SECTOR 19
09-25 16:41:44	2026-09-25T08:41:44.330175+00:00		SafetyCar				2026-09-25T08:41:41|SafetyCar|VSC DEPLOYED	VSC DEPLOYED	VSC DEPLOYED
09-25 16:41:44	2026-09-25T08:41:44.363814+00:00	CLEAR	Flag	Sector	19		2026-09-25T08:41:41|Flag|CLEAR IN TRACK SECTOR 19	CLEAR IN TRACK SECTOR 19	CLEAR IN TRACK SECTOR 19
09-25 16:41:48	2026-09-25T08:41:48.177022+00:00	DOUBLE YELLOW	Flag	Sector	19		2026-09-25T08:41:46|Flag|DOUBLE YELLOW IN TRACK SECTOR 19	DOUBLE YELLOW IN TRACK SECTOR 19	DOUBLE YELLOW IN TRACK SECTOR 19
09-25 16:41:48	2026-09-25T08:41:48.199177+00:00	YELLOW	Flag	Sector	18		2026-09-25T08:41:46|Flag|YELLOW IN TRACK SECTOR 18	YELLOW IN TRACK SECTOR 18	YELLOW IN TRACK SECTOR 18
09-25 16:41:50	2026-09-25T08:41:50.580169+00:00	CLEAR	Flag	Sector	18		2026-09-25T08:41:48|Flag|CLEAR IN TRACK SECTOR 18	CLEAR IN TRACK SECTOR 18	CLEAR IN TRACK SECTOR 18
09-25 16:41:56	2026-09-25T08:41:56.361821+00:00	CLEAR	Flag	Sector	19		2026-09-25T08:41:54|Flag|CLEAR IN TRACK SECTOR 19	CLEAR IN TRACK SECTOR 19	CLEAR IN TRACK SECTOR 19
09-25 16:42:00	2026-09-25T08:42:00.423723+00:00		SafetyCar				2026-09-25T08:41:58|SafetyCar|VSC ENDING	VSC ENDING	VSC ENDING
09-25 16:42:14	2026-09-25T08:42:14.414347+00:00	CLEAR	Flag	Track			2026-09-25T08:42:12|Flag|TRACK CLEAR	TRACK CLEAR	TRACK CLEAR
09-25 16:44:20	2026-09-25T08:44:20.283279+00:00		Other				2026-09-25T08:44:18|Other|CAR 41 (LIN) TIME 2:11.369 DELETED - TRACK LIMITS AT TURN 16 LAP 4 12:43:42	CAR 41 (LIN) TIME 2:11.369 DELETED - TRACK LIMITS AT TURN 16 LAP 4 12:43:42	CAR 41 (LIN) TIME 2:11.369 DELETED - TRACK LIMITS AT TURN 16 LAP 4 12:43:42
09-25 16:54:20	2026-09-25T08:54:20.884251+00:00	YELLOW	Flag	Sector	2		2026-09-25T08:54:19|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-25 16:54:20	2026-09-25T08:54:20.931285+00:00	YELLOW	Flag	Sector	1		2026-09-25T08:54:19|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-25 16:54:24	2026-09-25T08:54:24.816902+00:00	CLEAR	Flag	Sector	2		2026-09-25T08:54:23|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-25 16:54:26	2026-09-25T08:54:26.585863+00:00	CLEAR	Flag	Sector	1		2026-09-25T08:54:24|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 16:56:55	2026-09-25T08:56:55.613616+00:00		Other				2026-09-25T08:56:53|Other|CAR 11 (PER) TIME 2:23.618 DELETED - TRACK LIMITS AT TURN 1 LAP 6 12:54:15	CAR 11 (PER) TIME 2:23.618 DELETED - TRACK LIMITS AT TURN 1 LAP 6 12:54:15	CAR 11 (PER) TIME 2:23.618 DELETED - TRACK LIMITS AT TURN 1 LAP 6 12:54:15
09-25 16:58:37	2026-09-25T08:58:37.979234+00:00		Other				2026-09-25T08:58:36|Other|CAR 44 (HAM) TIME 2:29.665 DELETED - TRACK LIMITS AT TURN 15 LAP 8 12:57:40	CAR 44 (HAM) TIME 2:29.665 DELETED - TRACK LIMITS AT TURN 15 LAP 8 12:57:40	CAR 44 (HAM) TIME 2:29.665 DELETED - TRACK LIMITS AT TURN 15 LAP 8 12:57:40
09-25 16:58:49	2026-09-25T08:58:49.365802+00:00	YELLOW	Flag	Sector	6		2026-09-25T08:58:47|Flag|YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6
09-25 16:58:49	2026-09-25T08:58:49.382569+00:00	YELLOW	Flag	Sector	5		2026-09-25T08:58:47|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-25 16:58:55	2026-09-25T08:58:55.995450+00:00	CLEAR	Flag	Sector	5		2026-09-25T08:58:54|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-25 16:58:57	2026-09-25T08:58:57.460849+00:00	CLEAR	Flag	Sector	6		2026-09-25T08:58:55|Flag|CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6
