local_time	last_changed	flag	category	scope	sector	car_number	event_id	state	message
09-11 20:36:36	2026-09-11T12:36:36.383973+00:00		Other				2026-09-11T12:36:33|Other|CAR 81 (PIA) TIME 1:36.431 DELETED - TRACK LIMITS AT TURN 18 LAP 21 14:31:07	CAR 81 (PIA) TIME 1:36.431 DELETED - TRACK LIMITS AT TURN 18 LAP 21 14:31:07	CAR 81 (PIA) TIME 1:36.431 DELETED - TRACK LIMITS AT TURN 18 LAP 21 14:31:07
09-11 20:36:43	2026-09-11T12:36:43.623657+00:00		Other				2026-09-11T12:36:41|Other|CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 28 14:34:00 (PIT)	CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 28 14:34:00 (PIT)	CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 28 14:34:00 (PIT)
09-11 20:37:10	2026-09-11T12:37:10.728524+00:00		Other				2026-09-11T12:37:08|Other|CAR 44 (HAM) TIME 2:38.045 DELETED - TRACK LIMITS AT TURN 11 LAP 26 14:30:05	CAR 44 (HAM) TIME 2:38.045 DELETED - TRACK LIMITS AT TURN 11 LAP 26 14:30:05	CAR 44 (HAM) TIME 2:38.045 DELETED - TRACK LIMITS AT TURN 11 LAP 26 14:30:05
09-11 20:39:45	2026-09-11T12:39:45.545959+00:00	DOUBLE YELLOW	Flag	Sector	23		2026-09-11T12:39:43|Flag|DOUBLE YELLOW IN TRACK SECTOR 23	DOUBLE YELLOW IN TRACK SECTOR 23	DOUBLE YELLOW IN TRACK SECTOR 23
09-11 20:39:45	2026-09-11T12:39:45.604433+00:00	YELLOW	Flag	Sector	22		2026-09-11T12:39:43|Flag|YELLOW IN TRACK SECTOR 22	YELLOW IN TRACK SECTOR 22	YELLOW IN TRACK SECTOR 22
09-11 20:39:53	2026-09-11T12:39:53.850264+00:00	CLEAR	Flag	Sector	22		2026-09-11T12:39:51|Flag|CLEAR IN TRACK SECTOR 22	CLEAR IN TRACK SECTOR 22	CLEAR IN TRACK SECTOR 22
09-11 20:40:04	2026-09-11T12:40:04.173428+00:00		Other				2026-09-11T12:40:01|Other|CAR 81 (PIA) TIME 1:36.431 DELETED - TRACK LIMITS AT TURN 6 LAP 21 14:30:20	CAR 81 (PIA) TIME 1:36.431 DELETED - TRACK LIMITS AT TURN 6 LAP 21 14:30:20	CAR 81 (PIA) TIME 1:36.431 DELETED - TRACK LIMITS AT TURN 6 LAP 21 14:30:20
09-11 20:40:31	2026-09-11T12:40:31.232723+00:00	YELLOW	Flag	Sector	5		2026-09-11T12:40:29|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-11 20:40:42	2026-09-11T12:40:42.595888+00:00	DOUBLE YELLOW	Flag	Sector	4		2026-09-11T12:40:40|Flag|DOUBLE YELLOW IN TRACK SECTOR 4	DOUBLE YELLOW IN TRACK SECTOR 4	DOUBLE YELLOW IN TRACK SECTOR 4
09-11 20:40:42	2026-09-11T12:40:42.598250+00:00	CLEAR	Flag	Sector	23		2026-09-11T12:40:40|Flag|CLEAR IN TRACK SECTOR 23	CLEAR IN TRACK SECTOR 23	CLEAR IN TRACK SECTOR 23
09-11 20:40:48	2026-09-11T12:40:48.498304+00:00	CLEAR	Flag	Sector	5		2026-09-11T12:40:46|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-11 20:40:56	2026-09-11T12:40:56.445924+00:00	DOUBLE YELLOW	Flag	Sector	6		2026-09-11T12:40:53|Flag|DOUBLE YELLOW IN TRACK SECTOR 6	DOUBLE YELLOW IN TRACK SECTOR 6	DOUBLE YELLOW IN TRACK SECTOR 6
09-11 20:40:56	2026-09-11T12:40:56.448260+00:00		Other				2026-09-11T12:40:54|Other|FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 43 (COL) REVIEWED NO FURTHER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS (14:27:00)	FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 43 (COL) REVIEWED NO FURTHER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS (14:27:00)	FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 43 (COL) REVIEWED NO FURTHER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS (14:27:00)
09-11 20:41:44	2026-09-11T12:41:44.952121+00:00	DOUBLE YELLOW	Flag	Sector	8		2026-09-11T12:41:42|Flag|DOUBLE YELLOW IN TRACK SECTOR 8	DOUBLE YELLOW IN TRACK SECTOR 8	DOUBLE YELLOW IN TRACK SECTOR 8
09-11 20:41:45	2026-09-11T12:41:45.032913+00:00	CLEAR	Flag	Sector	6		2026-09-11T12:41:43|Flag|CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6
09-11 20:41:49	2026-09-11T12:41:49.603643+00:00	YELLOW	Flag	Sector	24		2026-09-11T12:41:47|Flag|YELLOW IN TRACK SECTOR 24	YELLOW IN TRACK SECTOR 24	YELLOW IN TRACK SECTOR 24
09-11 20:41:52	2026-09-11T12:41:52.501864+00:00	DOUBLE YELLOW	Flag	Sector	24		2026-09-11T12:41:50|Flag|DOUBLE YELLOW IN TRACK SECTOR 24	DOUBLE YELLOW IN TRACK SECTOR 24	DOUBLE YELLOW IN TRACK SECTOR 24
09-11 20:42:44	2026-09-11T12:42:44.991553+00:00	CLEAR	Flag	Sector	8		2026-09-11T12:42:43|Flag|CLEAR IN TRACK SECTOR 8	CLEAR IN TRACK SECTOR 8	CLEAR IN TRACK SECTOR 8
09-11 20:43:35	2026-09-11T12:43:35.804713+00:00	DOUBLE YELLOW	Flag	Sector	10		2026-09-11T12:43:34|Flag|DOUBLE YELLOW IN TRACK SECTOR 10	DOUBLE YELLOW IN TRACK SECTOR 10	DOUBLE YELLOW IN TRACK SECTOR 10
09-11 20:43:47	2026-09-11T12:43:47.395577+00:00	CLEAR	Flag	Sector	10		2026-09-11T12:43:45|Flag|CLEAR IN TRACK SECTOR 10	CLEAR IN TRACK SECTOR 10	CLEAR IN TRACK SECTOR 10
09-11 20:44:05	2026-09-11T12:44:05.714581+00:00	DOUBLE YELLOW	Flag	Sector	3		2026-09-11T12:44:03|Flag|DOUBLE YELLOW IN TRACK SECTOR 3	DOUBLE YELLOW IN TRACK SECTOR 3	DOUBLE YELLOW IN TRACK SECTOR 3
09-11 20:45:09	2026-09-11T12:45:09.942765+00:00	CLEAR	Flag	Sector	24		2026-09-11T12:45:07|Flag|CLEAR IN TRACK SECTOR 24	CLEAR IN TRACK SECTOR 24	CLEAR IN TRACK SECTOR 24
09-11 20:45:56	2026-09-11T12:45:56.251068+00:00		Other				2026-09-11T12:45:53|Other|RISK OF RAIN FOR F2 QUALIFYING IS 0%	RISK OF RAIN FOR F2 QUALIFYING IS 0%	RISK OF RAIN FOR F2 QUALIFYING IS 0%
09-11 20:46:35	2026-09-11T12:46:35.051896+00:00		Other				2026-09-11T12:46:33|Other|TRACK SURFACE SLIPPERY IN TRACK SECTOR 17	TRACK SURFACE SLIPPERY IN TRACK SECTOR 17	TRACK SURFACE SLIPPERY IN TRACK SECTOR 17
09-11 20:46:35	2026-09-11T12:46:35.943214+00:00	CLEAR	Flag	Sector	17		2026-09-11T12:46:33|Flag|CLEAR IN TRACK SECTOR 17	CLEAR IN TRACK SECTOR 17	CLEAR IN TRACK SECTOR 17
09-11 22:45:16	2026-09-11T14:45:16.849775+00:00		Other				2026-09-11T14:45:15|Other|RISK OF RAIN FOR F1 FREE PRACTICE 2 IS 0%	RISK OF RAIN FOR F1 FREE PRACTICE 2 IS 0%	RISK OF RAIN FOR F1 FREE PRACTICE 2 IS 0%
09-11 22:47:19	2026-09-11T14:47:19.794258+00:00		Other				2026-09-11T14:47:18|Other|PINK HEAD PADDING MATERIAL MUST BE USED	PINK HEAD PADDING MATERIAL MUST BE USED	PINK HEAD PADDING MATERIAL MUST BE USED
09-11 23:00:02	2026-09-11T15:00:02.349988+00:00	GREEN	Flag	Track			2026-09-11T15:00:00|Flag|GREEN LIGHT - PIT EXIT OPEN	GREEN LIGHT - PIT EXIT OPEN	GREEN LIGHT - PIT EXIT OPEN
09-11 23:04:42	2026-09-11T15:04:42.690730+00:00		Other				2026-09-11T15:04:40|Other|CAR 11 (PER) TIME 1:37.800 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:07	CAR 11 (PER) TIME 1:37.800 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:07	CAR 11 (PER) TIME 1:37.800 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:07
09-11 23:05:40	2026-09-11T15:05:40.248912+00:00		Other				2026-09-11T15:05:38|Other|CAR 12 (ANT) TIME 2:01.053 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:29	CAR 12 (ANT) TIME 2:01.053 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:29	CAR 12 (ANT) TIME 2:01.053 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:29
09-11 23:05:42	2026-09-11T15:05:42.095645+00:00		Other				2026-09-11T15:05:39|Other|CAR 81 (PIA) TIME 2:14.516 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:24	CAR 81 (PIA) TIME 2:14.516 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:24	CAR 81 (PIA) TIME 2:14.516 DELETED - TRACK LIMITS AT TURN 5 LAP 3 17:03:24
09-11 23:06:17	2026-09-11T15:06:17.367392+00:00		Other				2026-09-11T15:06:15|Other|CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 3 17:04:45 (PIT)	CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 3 17:04:45 (PIT)	CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 3 17:04:45 (PIT)
09-11 23:09:32	2026-09-11T15:09:32.562121+00:00		Other				2026-09-11T15:09:30|Other|CAR 55 (SAI) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 4 17:05:52 (PIT)	CAR 55 (SAI) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 4 17:05:52 (PIT)	CAR 55 (SAI) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 4 17:05:52 (PIT)
09-11 23:10:02	2026-09-11T15:10:02.315043+00:00		Other				2026-09-11T15:10:00|Other|CAR 16 (LEC) TIME 1:35.242 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:07:40	CAR 16 (LEC) TIME 1:35.242 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:07:40	CAR 16 (LEC) TIME 1:35.242 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:07:40
09-11 23:10:03	2026-09-11T15:10:03.722522+00:00		Other				2026-09-11T15:10:02|Other|CAR 77 (BOT) TIME 1:39.771 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:07:47	CAR 77 (BOT) TIME 1:39.771 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:07:47	CAR 77 (BOT) TIME 1:39.771 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:07:47
09-11 23:10:52	2026-09-11T15:10:52.352859+00:00		Other				2026-09-11T15:10:50|Other|CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 3 17:04:32	CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 3 17:04:32	CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 3 17:04:32
09-11 23:11:18	2026-09-11T15:11:18.480998+00:00		Other				2026-09-11T15:11:16|Other|CAR 27 (HUL) TIME 1:36.663 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:08:25	CAR 27 (HUL) TIME 1:36.663 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:08:25	CAR 27 (HUL) TIME 1:36.663 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:08:25
09-11 23:13:41	2026-09-11T15:13:41.459119+00:00		Other				2026-09-11T15:13:39|Other|CAR 55 (SAI) TIME 2:56.548 DELETED - TRACK LIMITS AT TURN 5 LAP 5 17:08:49	CAR 55 (SAI) TIME 2:56.548 DELETED - TRACK LIMITS AT TURN 5 LAP 5 17:08:49	CAR 55 (SAI) TIME 2:56.548 DELETED - TRACK LIMITS AT TURN 5 LAP 5 17:08:49
09-11 23:14:02	2026-09-11T15:14:02.676856+00:00		Other				2026-09-11T15:14:00|Other|CAR 5 (BOR) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 6 17:11:05 (PIT)	CAR 5 (BOR) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 6 17:11:05 (PIT)	CAR 5 (BOR) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 6 17:11:05 (PIT)
09-11 23:15:00	2026-09-11T15:15:00.983655+00:00		Other				2026-09-11T15:14:59|Other|CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 6 17:12:23 (PIT)	CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 6 17:12:23 (PIT)	CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 6 17:12:23 (PIT)
09-11 23:15:03	2026-09-11T15:15:03.339998+00:00		Other				2026-09-11T15:15:01|Other|CAR 55 (SAI) TIME 2:49.831 DELETED - TRACK LIMITS AT TURN 5 LAP 7 17:12:43	CAR 55 (SAI) TIME 2:49.831 DELETED - TRACK LIMITS AT TURN 5 LAP 7 17:12:43	CAR 55 (SAI) TIME 2:49.831 DELETED - TRACK LIMITS AT TURN 5 LAP 7 17:12:43
09-11 23:16:58	2026-09-11T15:16:58.833973+00:00		Other				2026-09-11T15:16:57|Other|CAR 16 (LEC) TIME 2:29.656 DELETED - TRACK LIMITS AT TURN 5 LAP 8 17:12:44	CAR 16 (LEC) TIME 2:29.656 DELETED - TRACK LIMITS AT TURN 5 LAP 8 17:12:44	CAR 16 (LEC) TIME 2:29.656 DELETED - TRACK LIMITS AT TURN 5 LAP 8 17:12:44
09-11 23:17:03	2026-09-11T15:17:03.408199+00:00		Other				2026-09-11T15:17:01|Other|CAR 18 (STR) TIME 2:25.378 DELETED - TRACK LIMITS AT TURN 18 LAP 6 17:13:19	CAR 18 (STR) TIME 2:25.378 DELETED - TRACK LIMITS AT TURN 18 LAP 6 17:13:19	CAR 18 (STR) TIME 2:25.378 DELETED - TRACK LIMITS AT TURN 18 LAP 6 17:13:19
09-11 23:17:37	2026-09-11T15:17:37.530874+00:00		Other				2026-09-11T15:17:35|Other|CAR 11 (PER) TIME 2:24.441 DELETED - TRACK LIMITS AT TURN 17 LAP 7 17:13:26	CAR 11 (PER) TIME 2:24.441 DELETED - TRACK LIMITS AT TURN 17 LAP 7 17:13:26	CAR 11 (PER) TIME 2:24.441 DELETED - TRACK LIMITS AT TURN 17 LAP 7 17:13:26
09-11 23:17:40	2026-09-11T15:17:40.718071+00:00		Other				2026-09-11T15:17:38|Other|CAR 44 (HAM) TIME 1:35.086 DELETED - TRACK LIMITS AT TURN 17 LAP 8 17:15:28	CAR 44 (HAM) TIME 1:35.086 DELETED - TRACK LIMITS AT TURN 17 LAP 8 17:15:28	CAR 44 (HAM) TIME 1:35.086 DELETED - TRACK LIMITS AT TURN 17 LAP 8 17:15:28
09-11 23:17:51	2026-09-11T15:17:51.879021+00:00		Other				2026-09-11T15:17:50|Other|CAR 63 (RUS) TIME 2:41.062 DELETED - TRACK LIMITS AT TURN 11 LAP 9 17:15:46	CAR 63 (RUS) TIME 2:41.062 DELETED - TRACK LIMITS AT TURN 11 LAP 9 17:15:46	CAR 63 (RUS) TIME 2:41.062 DELETED - TRACK LIMITS AT TURN 11 LAP 9 17:15:46
09-11 23:17:56	2026-09-11T15:17:56.692825+00:00		Other				2026-09-11T15:17:53|Other|CAR 3 (VER) TIME 1:34.378 DELETED - TRACK LIMITS AT TURN 17 LAP 8 17:15:34	CAR 3 (VER) TIME 1:34.378 DELETED - TRACK LIMITS AT TURN 17 LAP 8 17:15:34	CAR 3 (VER) TIME 1:34.378 DELETED - TRACK LIMITS AT TURN 17 LAP 8 17:15:34
09-11 23:19:38	2026-09-11T15:19:38.513940+00:00		Other				2026-09-11T15:19:36|Other|CAR 77 (BOT) TIME 1:39.164 DELETED - TRACK LIMITS AT TURN 17 LAP 9 17:16:40	CAR 77 (BOT) TIME 1:39.164 DELETED - TRACK LIMITS AT TURN 17 LAP 9 17:16:40	CAR 77 (BOT) TIME 1:39.164 DELETED - TRACK LIMITS AT TURN 17 LAP 9 17:16:40
09-11 23:19:45	2026-09-11T15:19:45.908014+00:00		Other				2026-09-11T15:19:44|Other|CAR 22 (TSU) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 9 17:16:53 (PIT)	CAR 22 (TSU) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 9 17:16:53 (PIT)	CAR 22 (TSU) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 9 17:16:53 (PIT)
09-11 23:19:58	2026-09-11T15:19:58.923740+00:00		Other				2026-09-11T15:19:57|Other|CAR 77 (BOT) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 10 17:17:18 (PIT)	CAR 77 (BOT) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 10 17:17:18 (PIT)	CAR 77 (BOT) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 10 17:17:18 (PIT)
09-11 23:24:58	2026-09-11T15:24:58.211845+00:00		Other				2026-09-11T15:24:56|Other|YELLOW IN PIT LANE	YELLOW IN PIT LANE	YELLOW IN PIT LANE
09-11 23:25:47	2026-09-11T15:25:47.670954+00:00		Other				2026-09-11T15:25:45|Other|PIT LANE CLEAR	PIT LANE CLEAR	PIT LANE CLEAR
09-11 23:33:38	2026-09-11T15:33:38.508116+00:00		Other				2026-09-11T15:33:36|Other|CAR 14 (ALO) TIME 1:37.900 DELETED - TRACK LIMITS AT TURN 17 LAP 3 17:26:50	CAR 14 (ALO) TIME 1:37.900 DELETED - TRACK LIMITS AT TURN 17 LAP 3 17:26:50	CAR 14 (ALO) TIME 1:37.900 DELETED - TRACK LIMITS AT TURN 17 LAP 3 17:26:50
09-11 23:34:23	2026-09-11T15:34:23.176404+00:00		Other				2026-09-11T15:34:21|Other|CAR 14 (ALO) TIME 1:37.476 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:30:35	CAR 14 (ALO) TIME 1:37.476 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:30:35	CAR 14 (ALO) TIME 1:37.476 DELETED - TRACK LIMITS AT TURN 17 LAP 5 17:30:35
09-11 23:35:21	2026-09-11T15:35:21.789052+00:00	YELLOW	Flag	Sector	17		2026-09-11T15:35:19|Flag|YELLOW IN TRACK SECTOR 17	YELLOW IN TRACK SECTOR 17	YELLOW IN TRACK SECTOR 17
09-11 23:35:21	2026-09-11T15:35:21.791177+00:00	YELLOW	Flag	Sector	16		2026-09-11T15:35:19|Flag|YELLOW IN TRACK SECTOR 16	YELLOW IN TRACK SECTOR 16	YELLOW IN TRACK SECTOR 16
09-11 23:35:26	2026-09-11T15:35:26.945669+00:00	DOUBLE YELLOW	Flag	Sector	17		2026-09-11T15:35:25|Flag|DOUBLE YELLOW IN TRACK SECTOR 17	DOUBLE YELLOW IN TRACK SECTOR 17	DOUBLE YELLOW IN TRACK SECTOR 17
09-11 23:35:32	2026-09-11T15:35:32.200598+00:00	YELLOW	Flag	Sector	15		2026-09-11T15:35:30|Flag|YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15
09-11 23:35:32	2026-09-11T15:35:32.243041+00:00	DOUBLE YELLOW	Flag	Sector	15		2026-09-11T15:35:30|Flag|DOUBLE YELLOW IN TRACK SECTOR 15	DOUBLE YELLOW IN TRACK SECTOR 15	DOUBLE YELLOW IN TRACK SECTOR 15
09-11 23:35:32	2026-09-11T15:35:32.299271+00:00	DOUBLE YELLOW	Flag	Sector	14		2026-09-11T15:35:30|Flag|DOUBLE YELLOW IN TRACK SECTOR 14	DOUBLE YELLOW IN TRACK SECTOR 14	DOUBLE YELLOW IN TRACK SECTOR 14
09-11 23:35:32	2026-09-11T15:35:32.563270+00:00	DOUBLE YELLOW	Flag	Sector	13		2026-09-11T15:35:30|Flag|DOUBLE YELLOW IN TRACK SECTOR 13	DOUBLE YELLOW IN TRACK SECTOR 13	DOUBLE YELLOW IN TRACK SECTOR 13
09-11 23:35:32	2026-09-11T15:35:32.565054+00:00	DOUBLE YELLOW	Flag	Sector	12		2026-09-11T15:35:30|Flag|DOUBLE YELLOW IN TRACK SECTOR 12	DOUBLE YELLOW IN TRACK SECTOR 12	DOUBLE YELLOW IN TRACK SECTOR 12
09-11 23:35:33	2026-09-11T15:35:33.359405+00:00	RED	Flag	Track			2026-09-11T15:35:31|Flag|RED FLAG	RED FLAG	RED FLAG
09-11 23:35:33	2026-09-11T15:35:33.361903+00:00	CLEAR	Flag	Sector	12		2026-09-11T15:35:31|Flag|CLEAR IN TRACK SECTOR 12	CLEAR IN TRACK SECTOR 12	CLEAR IN TRACK SECTOR 12
09-11 23:35:33	2026-09-11T15:35:33.372276+00:00	CLEAR	Flag	Sector	13		2026-09-11T15:35:31|Flag|CLEAR IN TRACK SECTOR 13	CLEAR IN TRACK SECTOR 13	CLEAR IN TRACK SECTOR 13
09-11 23:35:33	2026-09-11T15:35:33.397310+00:00	CLEAR	Flag	Sector	14		2026-09-11T15:35:31|Flag|CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14
09-11 23:35:33	2026-09-11T15:35:33.515870+00:00	CLEAR	Flag	Sector	15		2026-09-11T15:35:31|Flag|CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15
09-11 23:35:33	2026-09-11T15:35:33.580480+00:00	CLEAR	Flag	Sector	16		2026-09-11T15:35:31|Flag|CLEAR IN TRACK SECTOR 16	CLEAR IN TRACK SECTOR 16	CLEAR IN TRACK SECTOR 16
09-11 23:35:33	2026-09-11T15:35:33.582304+00:00	CLEAR	Flag	Sector	17		2026-09-11T15:35:31|Flag|CLEAR IN TRACK SECTOR 17	CLEAR IN TRACK SECTOR 17	CLEAR IN TRACK SECTOR 17
09-11 23:36:10	2026-09-11T15:36:10.006181+00:00		Other				2026-09-11T15:36:08|Other|CAR 23 (ALB) TIME 2:30.527 DELETED - TRACK LIMITS AT TURN 18 LAP 14 17:33:04	CAR 23 (ALB) TIME 2:30.527 DELETED - TRACK LIMITS AT TURN 18 LAP 14 17:33:04	CAR 23 (ALB) TIME 2:30.527 DELETED - TRACK LIMITS AT TURN 18 LAP 14 17:33:04
09-11 23:36:20	2026-09-11T15:36:20.114089+00:00		Other				2026-09-11T15:36:18|Other|CAR 18 (STR) TIME 2:40.130 DELETED - TRACK LIMITS AT TURN 11 LAP 14 17:33:19	CAR 18 (STR) TIME 2:40.130 DELETED - TRACK LIMITS AT TURN 11 LAP 14 17:33:19	CAR 18 (STR) TIME 2:40.130 DELETED - TRACK LIMITS AT TURN 11 LAP 14 17:33:19
09-11 23:38:31	2026-09-11T15:38:31.251567+00:00	CLEAR	Flag	Track			2026-09-11T15:38:29|Flag|TRACK CLEAR	TRACK CLEAR	TRACK CLEAR
09-11 23:38:32	2026-09-11T15:38:32.199045+00:00	DOUBLE YELLOW	Flag	Sector	24		2026-09-11T15:38:30|Flag|DOUBLE YELLOW IN TRACK SECTOR 24	DOUBLE YELLOW IN TRACK SECTOR 24	DOUBLE YELLOW IN TRACK SECTOR 24
09-11 23:38:32	2026-09-11T15:38:32.737895+00:00	YELLOW	Flag	Sector	23		2026-09-11T15:38:30|Flag|YELLOW IN TRACK SECTOR 23	YELLOW IN TRACK SECTOR 23	YELLOW IN TRACK SECTOR 23
09-11 23:38:40	2026-09-11T15:38:40.167367+00:00	DOUBLE YELLOW	Flag	Sector	17		2026-09-11T15:38:38|Flag|DOUBLE YELLOW IN TRACK SECTOR 17	DOUBLE YELLOW IN TRACK SECTOR 17	DOUBLE YELLOW IN TRACK SECTOR 17
09-11 23:38:40	2026-09-11T15:38:40.208640+00:00	YELLOW	Flag	Sector	16		2026-09-11T15:38:38|Flag|YELLOW IN TRACK SECTOR 16	YELLOW IN TRACK SECTOR 16	YELLOW IN TRACK SECTOR 16
09-11 23:38:44	2026-09-11T15:38:44.817138+00:00		Other				2026-09-11T15:38:43|Other|OVERTAKE ENABLED	OVERTAKE ENABLED	OVERTAKE ENABLED
09-11 23:41:28	2026-09-11T15:41:28.036938+00:00	CLEAR	Flag	Sector	23		2026-09-11T15:41:26|Flag|CLEAR IN TRACK SECTOR 23	CLEAR IN TRACK SECTOR 23	CLEAR IN TRACK SECTOR 23
09-11 23:41:34	2026-09-11T15:41:34.309471+00:00	CLEAR	Flag	Sector	16		2026-09-11T15:41:32|Flag|CLEAR IN TRACK SECTOR 16	CLEAR IN TRACK SECTOR 16	CLEAR IN TRACK SECTOR 16
09-11 23:41:46	2026-09-11T15:41:46.358035+00:00		Other				2026-09-11T15:41:44|Other|CAR 10 (GAS) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 11 17:37:32 (PIT)	CAR 10 (GAS) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 11 17:37:32 (PIT)	CAR 10 (GAS) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 11 17:37:32 (PIT)
09-11 23:42:16	2026-09-11T15:42:16.312822+00:00	CLEAR	Flag	Sector	24		2026-09-11T15:42:13|Flag|CLEAR IN TRACK SECTOR 24	CLEAR IN TRACK SECTOR 24	CLEAR IN TRACK SECTOR 24
09-11 23:45:10	2026-09-11T15:45:10.040253+00:00	CLEAR	Flag	Sector	17		2026-09-11T15:45:08|Flag|CLEAR IN TRACK SECTOR 17	CLEAR IN TRACK SECTOR 17	CLEAR IN TRACK SECTOR 17
09-11 23:45:23	2026-09-11T15:45:23.345594+00:00		Other				2026-09-11T15:45:21|Other|SESSION WILL RESUME AT 17:47	SESSION WILL RESUME AT 17:47	SESSION WILL RESUME AT 17:47
09-11 23:47:02	2026-09-11T15:47:02.431637+00:00	GREEN	Flag	Track			2026-09-11T15:47:00|Flag|GREEN LIGHT - PIT EXIT OPEN	GREEN LIGHT - PIT EXIT OPEN	GREEN LIGHT - PIT EXIT OPEN
09-11 23:51:01	2026-09-11T15:51:01.300049+00:00		Other				2026-09-11T15:50:59|Other|CAR 5 (BOR) TIME 1:40.724 DELETED - TRACK LIMITS AT TURN 6 LAP 17 17:49:23	CAR 5 (BOR) TIME 1:40.724 DELETED - TRACK LIMITS AT TURN 6 LAP 17 17:49:23	CAR 5 (BOR) TIME 1:40.724 DELETED - TRACK LIMITS AT TURN 6 LAP 17 17:49:23
09-11 23:51:17	2026-09-11T15:51:17.556128+00:00		Other				2026-09-11T15:51:15|Other|CAR 27 (HUL) TIME 1:48.552 DELETED - TRACK LIMITS AT TURN 6 LAP 15 17:49:38	CAR 27 (HUL) TIME 1:48.552 DELETED - TRACK LIMITS AT TURN 6 LAP 15 17:49:38	CAR 27 (HUL) TIME 1:48.552 DELETED - TRACK LIMITS AT TURN 6 LAP 15 17:49:38
